1.389000000000000000e+03,7.540000000000000000e+02
1.387700000000000045e+03,7.533412500000000591e+02
1.386400000000000091e+03,7.527400000000000091e+02
1.385099999999999909e+03,7.521962499999999636e+02
1.383799999999999955e+03,7.517099999999999227e+02
1.382500000000000000e+03,7.512812500000000000e+02
1.381200000000000045e+03,7.509100000000000819e+02
1.379900000000000091e+03,7.505962499999999409e+02
1.378599999999999909e+03,7.503400000000000318e+02
1.377299999999999955e+03,7.501412499999999000e+02
1.376000000000000000e+03,7.500000000000000000e+02
1.375000000000000000e+03,7.502674999999999272e+02
1.374000000000000000e+03,7.507199999999999136e+02
1.373000000000000000e+03,7.513575000000000728e+02
1.372000000000000000e+03,7.521800000000000637e+02
1.371000000000000000e+03,7.531875000000000000e+02
1.370000000000000000e+03,7.543799999999999955e+02
1.369000000000000000e+03,7.557574999999999363e+02
1.368000000000000000e+03,7.573200000000000500e+02
1.367000000000000000e+03,7.590674999999999955e+02
1.366000000000000000e+03,7.610000000000000000e+02
1.365500000000000000e+03,7.616012500000000500e+02
1.365000000000000000e+03,7.623799999999999955e+02
1.364500000000000000e+03,7.633362499999999500e+02
1.364000000000000000e+03,7.644700000000000273e+02
1.363500000000000000e+03,7.657812500000000000e+02
1.363000000000000000e+03,7.672699999999999818e+02
1.362500000000000000e+03,7.689362500000000864e+02
1.362000000000000000e+03,7.707799999999999727e+02
1.361500000000000000e+03,7.728012499999999818e+02
1.361000000000000000e+03,7.750000000000000000e+02
1.360500000000000000e+03,7.756012500000000500e+02
1.360000000000000000e+03,7.763799999999999955e+02
1.359500000000000000e+03,7.773362499999999500e+02
1.359000000000000000e+03,7.784700000000000273e+02
1.358500000000000000e+03,7.797812500000000000e+02
1.358000000000000000e+03,7.812699999999999818e+02
1.357500000000000000e+03,7.829362500000000864e+02
1.357000000000000000e+03,7.847799999999999727e+02
1.356500000000000000e+03,7.868012499999999818e+02
1.356000000000000000e+03,7.890000000000000000e+02
1.355500000000000000e+03,7.896012500000000500e+02
1.355000000000000000e+03,7.903799999999999955e+02
1.354500000000000000e+03,7.913362499999999500e+02
1.354000000000000000e+03,7.924700000000000273e+02
1.353500000000000000e+03,7.937812500000000000e+02
1.353000000000000000e+03,7.952699999999999818e+02
1.352500000000000000e+03,7.969362500000000864e+02
1.352000000000000000e+03,7.987799999999999727e+02
1.351500000000000000e+03,8.008012499999999818e+02
1.351000000000000000e+03,8.030000000000000000e+02
1.350599999999999909e+03,8.036350000000001046e+02
1.350200000000000045e+03,8.044399999999999409e+02
1.349799999999999955e+03,8.054150000000000773e+02
1.349400000000000091e+03,8.065599999999998317e+02
1.349000000000000000e+03,8.078750000000000000e+02
1.348599999999999909e+03,8.093600000000003547e+02
1.348200000000000045e+03,8.110149999999998727e+02
1.347799999999999955e+03,8.128400000000001455e+02
1.347400000000000091e+03,8.148349999999995816e+02
1.347000000000000000e+03,8.170000000000000000e+02
1.346599999999999909e+03,8.176350000000001046e+02
1.346200000000000045e+03,8.184399999999999409e+02
1.345799999999999955e+03,8.194150000000000773e+02
1.345400000000000091e+03,8.205599999999998317e+02
1.345000000000000000e+03,8.218750000000000000e+02
1.344599999999999909e+03,8.233600000000003547e+02
1.344200000000000045e+03,8.250149999999998727e+02
1.343799999999999955e+03,8.268400000000001455e+02
1.343400000000000091e+03,8.288349999999995816e+02
1.343000000000000000e+03,8.310000000000000000e+02
1.342599999999999909e+03,8.316350000000001046e+02
1.342200000000000045e+03,8.324399999999999409e+02
1.341799999999999955e+03,8.334150000000000773e+02
1.341400000000000091e+03,8.345599999999998317e+02
1.341000000000000000e+03,8.358750000000000000e+02
1.340599999999999909e+03,8.373600000000003547e+02
1.340200000000000045e+03,8.390149999999998727e+02
1.339799999999999955e+03,8.408400000000001455e+02
1.339400000000000091e+03,8.428349999999995816e+02
1.339000000000000000e+03,8.450000000000000000e+02
1.338700000000000045e+03,8.456687499999998181e+02
1.338400000000000091e+03,8.464999999999996589e+02
1.338099999999999909e+03,8.474937500000003183e+02
1.337799999999999955e+03,8.486500000000002046e+02
1.337500000000000000e+03,8.499687500000000000e+02
1.337200000000000045e+03,8.514499999999997044e+02
1.336900000000000091e+03,8.530937499999994316e+02
1.336599999999999909e+03,8.549000000000005457e+02
1.336299999999999955e+03,8.568687500000003183e+02
1.336000000000000000e+03,8.590000000000000000e+02
1.335700000000000045e+03,8.596687499999998181e+02
1.335400000000000091e+03,8.604999999999996589e+02
1.335099999999999909e+03,8.614937500000003183e+02
1.334799999999999955e+03,8.626500000000002046e+02
1.334500000000000000e+03,8.639687500000000000e+02
1.334200000000000045e+03,8.654499999999997044e+02
1.333900000000000091e+03,8.670937499999994316e+02
1.333599999999999909e+03,8.689000000000005457e+02
1.333299999999999955e+03,8.708687500000003183e+02
1.333000000000000000e+03,8.730000000000000000e+02
1.332599999999999909e+03,8.736350000000001046e+02
1.332200000000000045e+03,8.744399999999999409e+02
1.331799999999999955e+03,8.754150000000000773e+02
1.331400000000000091e+03,8.765599999999998317e+02
1.331000000000000000e+03,8.778750000000000000e+02
1.330599999999999909e+03,8.793600000000003547e+02
1.330200000000000045e+03,8.810149999999998727e+02
1.329799999999999955e+03,8.828400000000001455e+02
1.329400000000000091e+03,8.848349999999995816e+02
1.329000000000000000e+03,8.870000000000000000e+02
1.328599999999999909e+03,8.875250000000002046e+02
1.328200000000000045e+03,8.881999999999999318e+02
1.327799999999999955e+03,8.890250000000000909e+02
1.327400000000000091e+03,8.899999999999996589e+02
1.327000000000000000e+03,8.911250000000000000e+02
1.326599999999999909e+03,8.924000000000003183e+02
1.326200000000000045e+03,8.938249999999998181e+02
1.325799999999999955e+03,8.954000000000002046e+02
1.325400000000000091e+03,8.971249999999995453e+02
1.325000000000000000e+03,8.990000000000000000e+02
1.324599999999999909e+03,8.996350000000001046e+02
1.324200000000000045e+03,9.004399999999999409e+02
1.323799999999999955e+03,9.014150000000000773e+02
1.323400000000000091e+03,9.025599999999998317e+02
1.323000000000000000e+03,9.038750000000000000e+02
1.322599999999999909e+03,9.053600000000003547e+02
1.322200000000000045e+03,9.070149999999998727e+02
1.321799999999999955e+03,9.088400000000001455e+02
1.321400000000000091e+03,9.108349999999995816e+02
1.321000000000000000e+03,9.130000000000000000e+02
1.320500000000000000e+03,9.136012500000000500e+02
1.320000000000000000e+03,9.143799999999999955e+02
1.319500000000000000e+03,9.153362499999999500e+02
1.319000000000000000e+03,9.164700000000000273e+02
1.318500000000000000e+03,9.177812500000000000e+02
1.318000000000000000e+03,9.192699999999999818e+02
1.317500000000000000e+03,9.209362500000000864e+02
1.317000000000000000e+03,9.227799999999999727e+02
1.316500000000000000e+03,9.248012499999999818e+02
1.316000000000000000e+03,9.270000000000000000e+02
1.315599999999999909e+03,9.276350000000001046e+02
1.315200000000000045e+03,9.284399999999999409e+02
1.314799999999999955e+03,9.294150000000000773e+02
1.314400000000000091e+03,9.305599999999998317e+02
1.314000000000000000e+03,9.318750000000000000e+02
1.313599999999999909e+03,9.333600000000003547e+02
1.313200000000000045e+03,9.350149999999998727e+02
1.312799999999999955e+03,9.368400000000001455e+02
1.312400000000000091e+03,9.388349999999995816e+02
1.312000000000000000e+03,9.410000000000000000e+02
1.311900000000000091e+03,9.417362499999992451e+02
1.311799999999999955e+03,9.426200000000004593e+02
1.311700000000000045e+03,9.436512499999994361e+02
1.311599999999999909e+03,9.448300000000011778e+02
1.311500000000000000e+03,9.461562500000000000e+02
1.311400000000000091e+03,9.476299999999985175e+02
1.311299999999999955e+03,9.492512500000008231e+02
1.311200000000000045e+03,9.510199999999991860e+02
1.311099999999999909e+03,9.529362500000019054e+02
1.311000000000000000e+03,9.550000000000000000e+02
1.311400000000000091e+03,9.568950000000004366e+02
1.311799999999999955e+03,9.586799999999997226e+02
1.312200000000000045e+03,9.603550000000002456e+02
1.312599999999999909e+03,9.619199999999996180e+02
1.313000000000000000e+03,9.633750000000000000e+02
1.313400000000000091e+03,9.647200000000003683e+02
1.313799999999999955e+03,9.659549999999998136e+02
1.314200000000000045e+03,9.670800000000001546e+02
1.314599999999999909e+03,9.680949999999996862e+02
1.315000000000000000e+03,9.690000000000000000e+02
1.315599999999999909e+03,9.705374999999997954e+02
1.316200000000000045e+03,9.720000000000001137e+02
1.316799999999999955e+03,9.733874999999999318e+02
1.317400000000000091e+03,9.747000000000001592e+02
1.318000000000000000e+03,9.759375000000000000e+02
1.318599999999999909e+03,9.770999999999999091e+02
1.319200000000000045e+03,9.781875000000000000e+02
1.319799999999999955e+03,9.791999999999999318e+02
1.320400000000000091e+03,9.801375000000000455e+02
1.321000000000000000e+03,9.810000000000000000e+02
1.322599999999999909e+03,9.816199999999998909e+02
1.324200000000000045e+03,9.822800000000000864e+02
1.325799999999999955e+03,9.829799999999999045e+02
1.327400000000000091e+03,9.837200000000001410e+02
1.329000000000000000e+03,9.845000000000000000e+02
1.330599999999999909e+03,9.853199999999999363e+02
1.332200000000000045e+03,9.861800000000000637e+02
1.333799999999999955e+03,9.870799999999999272e+02
1.335400000000000091e+03,9.880200000000000955e+02
1.337000000000000000e+03,9.890000000000000000e+02
1.338200000000000045e+03,9.890299999999999727e+02
1.339400000000000091e+03,9.891200000000000045e+02
1.340599999999999909e+03,9.892699999999999818e+02
1.341799999999999955e+03,9.894800000000000182e+02
1.343000000000000000e+03,9.897500000000000000e+02
1.344200000000000045e+03,9.900800000000000409e+02
1.345400000000000091e+03,9.904700000000000273e+02
1.346599999999999909e+03,9.909199999999999591e+02
1.347799999999999955e+03,9.914299999999999500e+02
1.349000000000000000e+03,9.920000000000000000e+02
1.350599999999999909e+03,9.923299999999999272e+02
1.352200000000000045e+03,9.927200000000000273e+02
1.353799999999999955e+03,9.931699999999999591e+02
1.355400000000000091e+03,9.936800000000000637e+02
1.357000000000000000e+03,9.942500000000000000e+02
1.358599999999999909e+03,9.948799999999998818e+02
1.360200000000000045e+03,9.955700000000000500e+02
1.361799999999999955e+03,9.963199999999999363e+02
1.363400000000000091e+03,9.971300000000001091e+02
1.365000000000000000e+03,9.980000000000000000e+02
1.366200000000000045e+03,9.980299999999999727e+02
1.367400000000000091e+03,9.981200000000000045e+02
1.368599999999999909e+03,9.982699999999999818e+02
1.369799999999999955e+03,9.984800000000000182e+02
1.371000000000000000e+03,9.987500000000000000e+02
1.372200000000000045e+03,9.990800000000000409e+02
1.373400000000000091e+03,9.994700000000000273e+02
1.374599999999999909e+03,9.999199999999999591e+02
1.375799999999999955e+03,1.000429999999999950e+03
1.377000000000000000e+03,1.001000000000000000e+03
1.377900000000000091e+03,9.989562499999997272e+02
1.378799999999999955e+03,9.971000000000001364e+02
1.379700000000000045e+03,9.954312499999998636e+02
1.380599999999999909e+03,9.939500000000001592e+02
1.381500000000000000e+03,9.926562500000000000e+02
1.382400000000000091e+03,9.915499999999998408e+02
1.383299999999999955e+03,9.906312500000000227e+02
1.384200000000000045e+03,9.898999999999999773e+02
1.385099999999999909e+03,9.893562500000000455e+02
1.386000000000000000e+03,9.890000000000000000e+02
1.386099999999999909e+03,9.869362500000019054e+02
1.386200000000000045e+03,9.850199999999991860e+02
1.386299999999999955e+03,9.832512500000008231e+02
1.386400000000000091e+03,9.816299999999985175e+02
1.386500000000000000e+03,9.801562500000000000e+02
1.386599999999999909e+03,9.788300000000011778e+02
1.386700000000000045e+03,9.776512499999994361e+02
1.386799999999999955e+03,9.766200000000004593e+02
1.386900000000000091e+03,9.757362499999992451e+02
1.387000000000000000e+03,9.750000000000000000e+02
1.387099999999999909e+03,9.729362500000019054e+02
1.387200000000000045e+03,9.710199999999991860e+02
1.387299999999999955e+03,9.692512500000008231e+02
1.387400000000000091e+03,9.676299999999985175e+02
1.387500000000000000e+03,9.661562500000000000e+02
1.387599999999999909e+03,9.648300000000011778e+02
1.387700000000000045e+03,9.636512499999994361e+02
1.387799999999999955e+03,9.626200000000004593e+02
1.387900000000000091e+03,9.617362499999992451e+02
1.388000000000000000e+03,9.610000000000000000e+02
1.388099999999999909e+03,9.589362500000019054e+02
1.388200000000000045e+03,9.570199999999991860e+02
1.388299999999999955e+03,9.552512500000008231e+02
